filename,Keep,Keep_All,Path,Species_binomial,Genus,sampleCode,speciesCode,Plot,Path_Demo,mzmine_sample_type,Count,run_date,Family
melpet_MDP0169.mzXML,No,No,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0169.mzXML,Meliosma petalodentata,Meliosma,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/melpet_MDP0169.mzXML,melpet,PP_Titiri_42,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/melpet_MDP0169.mzXML,sample,5,,Sabiaceae
melpet_MDP0610.mzXML,No,No,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0610.mzXML,Meliosma petalodentata,Meliosma,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/melpet_MDP0610.mzXML,melpet,PP_Tapuri_45,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/melpet_MDP0610.mzXML,sample,5,,Sabiaceae
melpet_MDP0667.mzXML,No,No,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0667.mzXML,Meliosma petalodentata,Meliosma,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/melpet_MDP0667.mzXML,melpet,PP_Tocoaq_29,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/melpet_MDP0667.mzXML,sample,5,,Sabiaceae
melpet_MDP0498.mzXML,No,No,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0498.mzXML,Meliosma petalodentata,Meliosma,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/melpet_MDP0498.mzXML,melpet,PP_Tocoaq_28,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/melpet_MDP0498.mzXML,sample,5,,Sabiaceae
mic1AF7149_MDP0352.mzXML,No,No,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0352.mzXML,Miconia AF-7149,Miconia,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/mic1AF7149_MDP0352.mzXML,mic1AF7149,PP_Lomaka_40,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/mic1AF7149_MDP0352.mzXML,sample,6,,Melastomataceae
mic1AF7149_MDP0435.mzXML,No,No,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0435.mzXML,Miconia AF-7149,Miconia,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/mic1AF7149_MDP0435.mzXML,mic1AF7149,PP_Tocoaq_30,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/mic1AF7149_MDP0435.mzXML,sample,6,,Melastomataceae
mic1AF7149_MDP0500.mzXML,No,No,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0500.mzXML,Miconia AF-7149,Miconia,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/mic1AF7149_MDP0500.mzXML,mic1AF7149,PP_Tocoaq_28,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/mic1AF7149_MDP0500.mzXML,sample,6,,Melastomataceae
mic1AF7149_MDP0124.mzXML,No,No,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0124.mzXML,Miconia AF-7149,Miconia,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/mic1AF7149_MDP0124.mzXML,mic1AF7149,PP_Tintay_25,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/mic1AF7149_MDP0124.mzXML,sample,6,,Melastomataceae
mic1AF7149_MDP0563.mzXML,No,No,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0563.mzXML,Miconia AF-7149,Miconia,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/mic1AF7149_MDP0563.mzXML,mic1AF7149,PP_Fuerte_27,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/mic1AF7149_MDP0563.mzXML,sample,6,,Melastomataceae
mic1AF7149_MDP0670.mzXML,No,No,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0670.mzXML,Miconia AF-7149,Miconia,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/mic1AF7149_MDP0670.mzXML,mic1AF7149,PP_Tocoaq_29,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/mic1AF7149_MDP0670.mzXML,sample,6,,Melastomataceae
mic1elo_MDP0046.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0046.mzXML,Miconia elongata,Miconia,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/mic1elo_MDP0046.mzXML,mic1elo,PP_Tintay_24,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/mic1elo_MDP0046.mzXML,sample,5,,Melastomataceae
mic1elo_MDP0503.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0503.mzXML,Miconia elongata,Miconia,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/mic1elo_MDP0503.mzXML,mic1elo,PP_Tocoaq_28,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/mic1elo_MDP0503.mzXML,sample,5,,Melastomataceae
mic1elo_MDP0126.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0126.mzXML,Miconia elongata,Miconia,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/mic1elo_MDP0126.mzXML,mic1elo,PP_Tintay_25,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/mic1elo_MDP0126.mzXML,sample,5,,Melastomataceae
mic1elo_MDP0565.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0565.mzXML,Miconia elongata,Miconia,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/mic1elo_MDP0565.mzXML,mic1elo,PP_Fuerte_27,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/mic1elo_MDP0565.mzXML,sample,5,,Melastomataceae
mic1elo_MDP0674.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0674.mzXML,Miconia elongata,Miconia,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/mic1elo_MDP0674.mzXML,mic1elo,PP_Tocoaq_29,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/mic1elo_MDP0674.mzXML,sample,5,,Melastomataceae
molova_MDP0504.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0504.mzXML,Mollinedia ovata,Mollinedia,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/molova_MDP0504.mzXML,molova,PP_Tocoaq_28,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/molova_MDP0504.mzXML,sample,6,,Monimiaceae
molova_MDP0358.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0358.mzXML,Mollinedia ovata,Mollinedia,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/molova_MDP0358.mzXML,molova,PP_Lomaka_40,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/molova_MDP0358.mzXML,sample,6,,Monimiaceae
molova_MDP0050.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0050.mzXML,Mollinedia ovata,Mollinedia,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/molova_MDP0050.mzXML,molova,PP_Tintay_24,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/molova_MDP0050.mzXML,sample,6,,Monimiaceae
molova_MDP0128.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0128.mzXML,Mollinedia ovata,Mollinedia,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/molova_MDP0128.mzXML,molova,PP_Tintay_25,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/molova_MDP0128.mzXML,sample,6,,Monimiaceae
molova_MDP0567.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0567.mzXML,Mollinedia ovata,Mollinedia,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/molova_MDP0567.mzXML,molova,PP_Fuerte_27,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/molova_MDP0567.mzXML,sample,6,,Monimiaceae
molova_MDP0748.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0748.mzXML,Mollinedia ovata,Mollinedia,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/molova_MDP0748.mzXML,molova,PP_Lomasa_39,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/molova_MDP0748.mzXML,sample,6,,Monimiaceae
molrep_MDP0129.mzXML,No,No,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0129.mzXML,Mollinedia repanda,Mollinedia,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/molrep_MDP0129.mzXML,molrep,PP_Tintay_25,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/molrep_MDP0129.mzXML,sample,8,,Monimiaceae
molrep_MDP0268.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0268.mzXML,Mollinedia repanda,Mollinedia,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/molrep_MDP0268.mzXML,molrep,PP_Sumpul_34,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/molrep_MDP0268.mzXML,sample,8,,Monimiaceae
molrep_MDP0172.mzXML,No,No,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0172.mzXML,Mollinedia repanda,Mollinedia,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/molrep_MDP0172.mzXML,molrep,PP_Titiri_42,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/molrep_MDP0172.mzXML,sample,8,,Monimiaceae
molrep_MDP0505.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0505.mzXML,Mollinedia repanda,Mollinedia,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/molrep_MDP0505.mzXML,molrep,PP_Tocoaq_28,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/molrep_MDP0505.mzXML,sample,8,,Monimiaceae
molrep_MDP0441.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0441.mzXML,Mollinedia repanda,Mollinedia,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/molrep_MDP0441.mzXML,molrep,PP_Tocoaq_30,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/molrep_MDP0441.mzXML,sample,8,,Monimiaceae
molrep_MDP0568.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0568.mzXML,Mollinedia repanda,Mollinedia,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/molrep_MDP0568.mzXML,molrep,PP_Fuerte_27,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/molrep_MDP0568.mzXML,sample,8,,Monimiaceae
molrep_MDP0677.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0677.mzXML,Mollinedia repanda,Mollinedia,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/molrep_MDP0677.mzXML,molrep,PP_Tocoaq_29,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/molrep_MDP0677.mzXML,sample,8,,Monimiaceae
molrep_MDP0614.mzXML,No,No,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0614.mzXML,Mollinedia repanda,Mollinedia,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/molrep_MDP0614.mzXML,molrep,PP_Tapuri_45,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/molrep_MDP0614.mzXML,sample,8,,Monimiaceae
myr2fal_MDP0051.mzXML,Yes,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0051.mzXML,Myrcia fallax,Myrcia,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr2fal_MDP0051.mzXML,myr2fal,PP_Tintay_24,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr2fal_MDP0051.mzXML,sample,6,,Myrtaceae
myr2fal_MDP0130.mzXML,Yes,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0130.mzXML,Myrcia fallax,Myrcia,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr2fal_MDP0130.mzXML,myr2fal,PP_Tintay_25,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr2fal_MDP0130.mzXML,sample,6,,Myrtaceae
myr2fal_MDP0269.mzXML,Yes,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0269.mzXML,Myrcia fallax,Myrcia,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr2fal_MDP0269.mzXML,myr2fal,PP_Sumpul_34,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr2fal_MDP0269.mzXML,sample,6,,Myrtaceae
myr2fal_MDP0360.mzXML,Yes,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0360.mzXML,Myrcia fallax,Myrcia,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr2fal_MDP0360.mzXML,myr2fal,PP_Lomaka_40,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr2fal_MDP0360.mzXML,sample,6,,Myrtaceae
myr2fal_MDP0678.mzXML,Yes,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0678.mzXML,Myrcia fallax,Myrcia,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr2fal_MDP0678.mzXML,myr2fal,PP_Tocoaq_29,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr2fal_MDP0678.mzXML,sample,6,,Myrtaceae
myr2fal_MDP0569.mzXML,Yes,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0569.mzXML,Myrcia fallax,Myrcia,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr2fal_MDP0569.mzXML,myr2fal,PP_Fuerte_27,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr2fal_MDP0569.mzXML,sample,6,,Myrtaceae
myr2sin_MDP0270.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0270.mzXML,Myrcia sintenisii,Myrcia,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr2sin_MDP0270.mzXML,myr2sin,PP_Sumpul_34,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr2sin_MDP0270.mzXML,sample,8,,Myrtaceae
myr2sin_MDP0131.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0131.mzXML,Myrcia sintenisii,Myrcia,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr2sin_MDP0131.mzXML,myr2sin,PP_Tintay_25,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr2sin_MDP0131.mzXML,sample,8,,Myrtaceae
myr2sin_MDP0052.mzXML,No,No,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0052.mzXML,Myrcia sintenisii,Myrcia,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr2sin_MDP0052.mzXML,myr2sin,PP_Tintay_24,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr2sin_MDP0052.mzXML,sample,8,,Myrtaceae
myr2sin_MDP0361.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0361.mzXML,Myrcia sintenisii,Myrcia,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr2sin_MDP0361.mzXML,myr2sin,PP_Lomaka_40,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr2sin_MDP0361.mzXML,sample,8,,Myrtaceae
myr2sin_MDP0442.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0442.mzXML,Myrcia sintenisii,Myrcia,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr2sin_MDP0442.mzXML,myr2sin,PP_Tocoaq_30,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr2sin_MDP0442.mzXML,sample,8,,Myrtaceae
myr2sin_MDP0506.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0506.mzXML,Myrcia sintenisii,Myrcia,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr2sin_MDP0506.mzXML,myr2sin,PP_Tocoaq_28,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr2sin_MDP0506.mzXML,sample,8,,Myrtaceae
myr2sin_MDP0571.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0571.mzXML,Myrcia sintenisii,Myrcia,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr2sin_MDP0571.mzXML,myr2sin,PP_Fuerte_27,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr2sin_MDP0571.mzXML,sample,8,,Myrtaceae
myr2sin_MDP0749.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0749.mzXML,Myrcia sintenisii,Myrcia,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr2sin_MDP0749.mzXML,myr2sin,PP_Lomasa_39,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr2sin_MDP0749.mzXML,sample,8,,Myrtaceae
myr8cor_MDP0444.mzXML,Yes,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0444.mzXML,Myrsine coriacea,Myrsine,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr8cor_MDP0444.mzXML,myr8cor,PP_Tocoaq_30,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr8cor_MDP0444.mzXML,sample,5,,Primulaceae
myr8cor_MDP0214.mzXML,Yes,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0214.mzXML,Myrsine coriacea,Myrsine,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr8cor_MDP0214.mzXML,myr8cor,PP_Chaqui_32,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr8cor_MDP0214.mzXML,sample,5,,Primulaceae
myr8cor_MDP0507.mzXML,Yes,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0507.mzXML,Myrsine coriacea,Myrsine,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr8cor_MDP0507.mzXML,myr8cor,PP_Tocoaq_28,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr8cor_MDP0507.mzXML,sample,5,,Primulaceae
myr8cor_MDP0617.mzXML,Yes,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0617.mzXML,Myrsine coriacea,Myrsine,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr8cor_MDP0617.mzXML,myr8cor,PP_Tapuri_45,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr8cor_MDP0617.mzXML,sample,5,,Primulaceae
myr8cor_MDP0679.mzXML,Yes,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0679.mzXML,Myrsine coriacea,Myrsine,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr8cor_MDP0679.mzXML,myr8cor,PP_Tocoaq_29,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr8cor_MDP0679.mzXML,sample,5,,Primulaceae
myr8pel_MDP0053.mzXML,No,No,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0053.mzXML,Myrsine pellucida,Myrsine,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr8pel_MDP0053.mzXML,myr8pel,PP_Tintay_24,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr8pel_MDP0053.mzXML,sample,5,,Primulaceae
myr8pel_MDP0445.mzXML,No,No,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0445.mzXML,Myrsine pellucida,Myrsine,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr8pel_MDP0445.mzXML,myr8pel,PP_Tocoaq_30,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr8pel_MDP0445.mzXML,sample,5,,Primulaceae
myr8pel_MDP0508.mzXML,No,No,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0508.mzXML,Myrsine pellucida,Myrsine,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr8pel_MDP0508.mzXML,myr8pel,PP_Tocoaq_28,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr8pel_MDP0508.mzXML,sample,5,,Primulaceae
myr8pel_MDP0574.mzXML,No,No,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0574.mzXML,Myrsine pellucida,Myrsine,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr8pel_MDP0574.mzXML,myr8pel,PP_Fuerte_27,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr8pel_MDP0574.mzXML,sample,5,,Primulaceae
myr8pel_MDP0680.mzXML,No,No,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0680.mzXML,Myrsine pellucida,Myrsine,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr8pel_MDP0680.mzXML,myr8pel,PP_Tocoaq_29,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/myr8pel_MDP0680.mzXML,sample,5,,Primulaceae
ocoaci_MDP0576.mzXML,Yes,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0576.mzXML,Ocotea aciphylla,Ocotea,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/ocoaci_MDP0576.mzXML,ocoaci,PP_Fuerte_27,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/ocoaci_MDP0576.mzXML,sample,6,,Lauraceae
ocoaci_MDP0275.mzXML,Yes,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0275.mzXML,Ocotea aciphylla,Ocotea,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/ocoaci_MDP0275.mzXML,ocoaci,PP_Sumpul_34,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/ocoaci_MDP0275.mzXML,sample,6,,Lauraceae
