filename,Keep,Keep_All,Path,Species_binomial,Genus,sampleCode,speciesCode,Plot,Path_Demo,mzmine_sample_type,Count,run_date,Family
ocoaci_MDP0365.mzXML,Yes,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0365.mzXML,Ocotea aciphylla,Ocotea,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/ocoaci_MDP0365.mzXML,ocoaci,PP_Lomaka_40,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/ocoaci_MDP0365.mzXML,sample,6,,Lauraceae
ocoaci_MDP0057.mzXML,Yes,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0057.mzXML,Ocotea aciphylla,Ocotea,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/ocoaci_MDP0057.mzXML,ocoaci,PP_Tintay_24,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/ocoaci_MDP0057.mzXML,sample,6,,Lauraceae
ocoaci_MDP0134.mzXML,Yes,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0134.mzXML,Ocotea aciphylla,Ocotea,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/ocoaci_MDP0134.mzXML,ocoaci,PP_Tintay_25,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/ocoaci_MDP0134.mzXML,sample,6,,Lauraceae
ocoaci_MDP0751.mzXML,Yes,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0751.mzXML,Ocotea aciphylla,Ocotea,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/ocoaci_MDP0751.mzXML,ocoaci,PP_Lomasa_39,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/ocoaci_MDP0751.mzXML,sample,6,,Lauraceae
ocoalb1_MDP0447.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0447.mzXML,Ocotea albida,Ocotea,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/ocoalb1_MDP0447.mzXML,ocoalb1,PP_Tocoaq_30,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/ocoalb1_MDP0447.mzXML,sample,5,,Lauraceae
ocoalb1_MDP0510.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0510.mzXML,Ocotea albida,Ocotea,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/ocoalb1_MDP0510.mzXML,ocoalb1,PP_Tocoaq_28,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/ocoalb1_MDP0510.mzXML,sample,5,,Lauraceae
ocoalb1_MDP0578.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0578.mzXML,Ocotea albida,Ocotea,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/ocoalb1_MDP0578.mzXML,ocoalb1,PP_Fuerte_27,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/ocoalb1_MDP0578.mzXML,sample,5,,Lauraceae
ocoalb1_MDP0618.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0618.mzXML,Ocotea albida,Ocotea,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/ocoalb1_MDP0618.mzXML,ocoalb1,PP_Tapuri_45,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/ocoalb1_MDP0618.mzXML,sample,5,,Lauraceae
ocoalb1_MDP0684.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0684.mzXML,Ocotea albida,Ocotea,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/ocoalb1_MDP0684.mzXML,ocoalb1,PP_Tocoaq_29,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/ocoalb1_MDP0684.mzXML,sample,5,,Lauraceae
ocopub_MDP0060.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0060.mzXML,Ocotea puberula,Ocotea,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/ocopub_MDP0060.mzXML,ocopub,PP_Tintay_24,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/ocopub_MDP0060.mzXML,sample,6,,Lauraceae
ocopub_MDP0137.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0137.mzXML,Ocotea puberula,Ocotea,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/ocopub_MDP0137.mzXML,ocopub,PP_Tintay_25,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/ocopub_MDP0137.mzXML,sample,6,,Lauraceae
ocopub_MDP0369.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0369.mzXML,Ocotea puberula,Ocotea,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/ocopub_MDP0369.mzXML,ocopub,PP_Lomaka_40,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/ocopub_MDP0369.mzXML,sample,6,,Lauraceae
ocopub_MDP0514.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0514.mzXML,Ocotea puberula,Ocotea,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/ocopub_MDP0514.mzXML,ocopub,PP_Tocoaq_28,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/ocopub_MDP0514.mzXML,sample,6,,Lauraceae
ocopub_MDP0688.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0688.mzXML,Ocotea puberula,Ocotea,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/ocopub_MDP0688.mzXML,ocopub,PP_Tocoaq_29,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/ocopub_MDP0688.mzXML,sample,6,,Lauraceae
ocopub_MDP0756.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0756.mzXML,Ocotea puberula,Ocotea,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/ocopub_MDP0756.mzXML,ocopub,PP_Lomasa_39,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/ocopub_MDP0756.mzXML,sample,6,,Lauraceae
ple3tri_MDP0067.mzXML,No,No,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0067.mzXML,Pleurothyrium trianae,Pleurothyrium,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/ple3tri_MDP0067.mzXML,ple3tri,PP_Tintay_24,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/ple3tri_MDP0067.mzXML,sample,5,,Lauraceae
ple3tri_MDP0283.mzXML,No,No,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0283.mzXML,Pleurothyrium trianae,Pleurothyrium,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/ple3tri_MDP0283.mzXML,ple3tri,PP_Sumpul_34,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/ple3tri_MDP0283.mzXML,sample,5,,Lauraceae
ple3tri_MDP0143.mzXML,No,No,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0143.mzXML,Pleurothyrium trianae,Pleurothyrium,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/ple3tri_MDP0143.mzXML,ple3tri,PP_Tintay_25,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/ple3tri_MDP0143.mzXML,sample,5,,Lauraceae
ple3tri_MDP0374.mzXML,No,No,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0374.mzXML,Pleurothyrium trianae,Pleurothyrium,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/ple3tri_MDP0374.mzXML,ple3tri,PP_Lomaka_40,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/ple3tri_MDP0374.mzXML,sample,5,,Lauraceae
ple3tri_MDP0762.mzXML,No,No,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0762.mzXML,Pleurothyrium trianae,Pleurothyrium,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/ple3tri_MDP0762.mzXML,ple3tri,PP_Lomasa_39,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/ple3tri_MDP0762.mzXML,sample,5,,Lauraceae
pou2bic_MDP0284.mzXML,Yes,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0284.mzXML,Pourouma bicolor,Pourouma,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/pou2bic_MDP0284.mzXML,pou2bic,PP_Sumpul_34,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/pou2bic_MDP0284.mzXML,sample,5,,Urticaceae
pou2bic_MDP0375.mzXML,Yes,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0375.mzXML,Pourouma bicolor,Pourouma,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/pou2bic_MDP0375.mzXML,pou2bic,PP_Lomaka_40,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/pou2bic_MDP0375.mzXML,sample,5,,Urticaceae
pou2bic_MDP0144.mzXML,Yes,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0144.mzXML,Pourouma bicolor,Pourouma,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/pou2bic_MDP0144.mzXML,pou2bic,PP_Tintay_25,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/pou2bic_MDP0144.mzXML,sample,5,,Urticaceae
pou2bic_MDP0068.mzXML,Yes,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0068.mzXML,Pourouma bicolor,Pourouma,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/pou2bic_MDP0068.mzXML,pou2bic,PP_Tintay_24,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/pou2bic_MDP0068.mzXML,sample,5,,Urticaceae
pou2bic_MDP0764.mzXML,Yes,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0764.mzXML,Pourouma bicolor,Pourouma,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/pou2bic_MDP0764.mzXML,pou2bic,PP_Lomasa_39,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/pou2bic_MDP0764.mzXML,sample,5,,Urticaceae
pou3bil_MDP0070.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0070.mzXML,Pouteria bilocularis,Pouteria,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/pou3bil_MDP0070.mzXML,pou3bil,PP_Tintay_24,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/pou3bil_MDP0070.mzXML,sample,5,,Sapotaceae
pou3bil_MDP0286.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0286.mzXML,Pouteria bilocularis,Pouteria,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/pou3bil_MDP0286.mzXML,pou3bil,PP_Sumpul_34,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/pou3bil_MDP0286.mzXML,sample,5,,Sapotaceae
pou3bil_MDP0147.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0147.mzXML,Pouteria bilocularis,Pouteria,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/pou3bil_MDP0147.mzXML,pou3bil,PP_Tintay_25,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/pou3bil_MDP0147.mzXML,sample,5,,Sapotaceae
pou3bil_MDP0378.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0378.mzXML,Pouteria bilocularis,Pouteria,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/pou3bil_MDP0378.mzXML,pou3bil,PP_Lomaka_40,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/pou3bil_MDP0378.mzXML,sample,5,,Sapotaceae
pou3bil_MDP0766.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0766.mzXML,Pouteria bilocularis,Pouteria,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/pou3bil_MDP0766.mzXML,pou3bil,PP_Lomasa_39,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/pou3bil_MDP0766.mzXML,sample,5,,Sapotaceae
pru2sti_MDP0588.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0588.mzXML,Prunus stipulata,Prunus,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/pru2sti_MDP0588.mzXML,pru2sti,PP_Fuerte_27,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/pru2sti_MDP0588.mzXML,sample,5,,Rosaceae
pru2sti_MDP0455.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0455.mzXML,Prunus stipulata,Prunus,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/pru2sti_MDP0455.mzXML,pru2sti,PP_Tocoaq_30,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/pru2sti_MDP0455.mzXML,sample,5,,Rosaceae
pru2sti_MDP0074.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0074.mzXML,Prunus stipulata,Prunus,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/pru2sti_MDP0074.mzXML,pru2sti,PP_Tintay_24,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/pru2sti_MDP0074.mzXML,sample,5,,Rosaceae
pru2sti_MDP0152.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0152.mzXML,Prunus stipulata,Prunus,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/pru2sti_MDP0152.mzXML,pru2sti,PP_Tintay_25,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/pru2sti_MDP0152.mzXML,sample,5,,Rosaceae
pru2sti_MDP0698.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0698.mzXML,Prunus stipulata,Prunus,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/pru2sti_MDP0698.mzXML,pru2sti,PP_Tocoaq_29,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/pru2sti_MDP0698.mzXML,sample,5,,Rosaceae
sch4obo_MDP0079.mzXML,Yes,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0079.mzXML,Schizocalyx obovatus,Schizocalyx,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/sch4obo_MDP0079.mzXML,sch4obo,PP_Tintay_24,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/sch4obo_MDP0079.mzXML,sample,5,,Rubiaceae
sch4obo_MDP0293.mzXML,Yes,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0293.mzXML,Schizocalyx obovatus,Schizocalyx,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/sch4obo_MDP0293.mzXML,sch4obo,PP_Sumpul_34,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/sch4obo_MDP0293.mzXML,sample,5,,Rubiaceae
sch4obo_MDP0156.mzXML,Yes,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0156.mzXML,Schizocalyx obovatus,Schizocalyx,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/sch4obo_MDP0156.mzXML,sch4obo,PP_Tintay_25,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/sch4obo_MDP0156.mzXML,sample,5,,Rubiaceae
sch4obo_MDP0394.mzXML,Yes,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0394.mzXML,Schizocalyx obovatus,Schizocalyx,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/sch4obo_MDP0394.mzXML,sch4obo,PP_Lomaka_40,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/sch4obo_MDP0394.mzXML,sample,5,,Rubiaceae
sch4obo_MDP0772.mzXML,Yes,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0772.mzXML,Schizocalyx obovatus,Schizocalyx,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/sch4obo_MDP0772.mzXML,sch4obo,PP_Lomasa_39,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/sch4obo_MDP0772.mzXML,sample,5,,Rubiaceae
sim1ama_MDP0395.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0395.mzXML,Simarouba amara,Simarouba,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/sim1ama_MDP0395.mzXML,sim1ama,PP_Lomaka_40,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/sim1ama_MDP0395.mzXML,sample,5,,Simaroubaceae
sim1ama_MDP0295.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0295.mzXML,Simarouba amara,Simarouba,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/sim1ama_MDP0295.mzXML,sim1ama,PP_Sumpul_34,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/sim1ama_MDP0295.mzXML,sample,5,,Simaroubaceae
sim1ama_MDP0593.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0593.mzXML,Simarouba amara,Simarouba,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/sim1ama_MDP0593.mzXML,sim1ama,PP_Fuerte_27,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/sim1ama_MDP0593.mzXML,sample,5,,Simaroubaceae
sim1ama_MDP0080.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0080.mzXML,Simarouba amara,Simarouba,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/sim1ama_MDP0080.mzXML,sim1ama,PP_Tintay_24,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/sim1ama_MDP0080.mzXML,sample,5,,Simaroubaceae
sim1ama_MDP0773.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0773.mzXML,Simarouba amara,Simarouba,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/sim1ama_MDP0773.mzXML,sim1ama,PP_Lomasa_39,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/sim1ama_MDP0773.mzXML,sample,5,,Simaroubaceae
tap1gui_MDP0084.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0084.mzXML,Tapirira guianensis,Tapirira,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/tap1gui_MDP0084.mzXML,tap1gui,PP_Tintay_24,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/tap1gui_MDP0084.mzXML,sample,5,,Anacardiaceae
tap1gui_MDP0300.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0300.mzXML,Tapirira guianensis,Tapirira,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/tap1gui_MDP0300.mzXML,tap1gui,PP_Sumpul_34,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/tap1gui_MDP0300.mzXML,sample,5,,Anacardiaceae
tap1gui_MDP0596.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0596.mzXML,Tapirira guianensis,Tapirira,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/tap1gui_MDP0596.mzXML,tap1gui,PP_Fuerte_27,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/tap1gui_MDP0596.mzXML,sample,5,,Anacardiaceae
tap1gui_MDP0406.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0406.mzXML,Tapirira guianensis,Tapirira,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/tap1gui_MDP0406.mzXML,tap1gui,PP_Lomaka_40,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/tap1gui_MDP0406.mzXML,sample,5,,Anacardiaceae
tap1gui_MDP0781.mzXML,No,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0781.mzXML,Tapirira guianensis,Tapirira,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/tap1gui_MDP0781.mzXML,tap1gui,PP_Lomasa_39,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/tap1gui_MDP0781.mzXML,sample,5,,Anacardiaceae
weilec_MDP0526.mzXML,Yes,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0526.mzXML,Weinmannia lechleriana,Weinmannia,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/weilec_MDP0526.mzXML,weilec,PP_Tocoaq_28,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/weilec_MDP0526.mzXML,sample,5,,Cunoniaceae
weilec_MDP0599.mzXML,Yes,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0599.mzXML,Weinmannia lechleriana,Weinmannia,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/weilec_MDP0599.mzXML,weilec,PP_Fuerte_27,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/weilec_MDP0599.mzXML,sample,5,,Cunoniaceae
weilec_MDP0160.mzXML,Yes,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0160.mzXML,Weinmannia lechleriana,Weinmannia,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/weilec_MDP0160.mzXML,weilec,PP_Tintay_25,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/weilec_MDP0160.mzXML,sample,5,,Cunoniaceae
weilec_MDP0087.mzXML,Yes,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0087.mzXML,Weinmannia lechleriana,Weinmannia,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/weilec_MDP0087.mzXML,weilec,PP_Tintay_24,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/weilec_MDP0087.mzXML,sample,5,,Cunoniaceae
weilec_MDP0703.mzXML,Yes,Yes,UT_Box:Metabolomic_Data_2020_Method/Madidi/Madidi_mzXML/MDP0703.mzXML,Weinmannia lechleriana,Weinmannia,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/weilec_MDP0703.mzXML,weilec,PP_Tocoaq_29,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/weilec_MDP0703.mzXML,sample,5,,Cunoniaceae
I1_C1_1.mzML,Standard,Standard,,stanard1,stanard1,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/I1_C1_1.mzML,stanard1,,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/I1_C1_1.mzML,standard,5,,standard
I1_C2_1.mzML,Standard,Standard,,stanard2,stanard2,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/I1_C2_1.mzML,stanard2,,/Users/dlforrister/Downloads/Test_Panama_New_Data/mzXML_Madidi/I1_C2_1.mzML,standard,5,,standard